family_rank,content_hash,copies,repeated_instances,repositories,minimum_size_bytes,maximum_size_bytes,representative_repo,representative_path
2762,c9340df6761cf7f13eca99a3e9834753cf767f1697c8cbd1addfc07a51267659,2,1,2,356,356,jarbitechture/claude-skills,skills/ralph-invoke/CLAUDE.md
2763,c93ded177a8f38cccfd4fcaa8876e2bdb63e9cec5b2440f531d034c3ba6d9154,2,1,2,27,27,diegopacheco/ai-playground,pocs/beads-fun/CLAUDE.md
2764,c961e02f981e868c804c1b0a30b66a502228d90a785432fe54d426407a2fc608,2,1,2,144,144,9-p9/9pod,components/ide-metrics-api/CLAUDE.md
2765,c9bf2edb9d05d67932cacc4b165836773ace4c2e099f9fc91a9aa772dd00a5fc,2,1,2,129,129,9-p9/9pod,components/supervisor/CLAUDE.md
2766,c9cf3716cc420b00342fdb00f4285594f1b6986f003c0b72ab3dacbf19039c7a,2,1,2,104,104,geirsagberg/kafka-at-home,CLAUDE.md
2767,c9fa54d5702aef639bf547e4977b51d0484d708eb71683c298d8171e6d97fde8,2,1,2,1746,1746,d-kimuson/modular-mcp,CLAUDE.md
2768,ca0dae0f7000036d73274f1f49e2980b2334edb85969597a93f86c1dd9721536,2,1,2,464,464,Dark-Avian-Labs/TC-Bot,CLAUDE.md
2769,ca6ff51455c088eee197163b1ce81b6f1e26f26327a268656033e42b0e3cae94,2,1,2,30182,30182,seanrobertwright/PortAuthority,CLAUDE.md
2770,cab94b87fbab97f87d247da9aed6714dfe873447bbfa5042c204118851ba3ead,2,1,2,4915,4915,dumebi042/OnRe-sol,CLAUDE.md
2771,cad858b97f37fa4886954fbc25b3daf92d405fe8c50f602eb98ba8e6e53fa158,2,1,2,19,19,ethpandaops/ai-cookbook,claude-code/code-standards/python/CLAUDE.md
2772,cae33ea1131dc4d2de3de05c0d6387845cea57d8e2074663c432ea453742f9de,2,1,2,1890,1890,chodolmu/taskforge-pro,harnesses/content/podcast-studio/CLAUDE.md
2773,caf1824319403a7e18b471f2649d719c8e3e0050aef4c5e2d31b66c60ccfeff1,2,1,2,542,542,Inochi2D/inochi2d,CLAUDE.md
2774,cb470de274cd3e46d023aa2827343d83cbf7571c0f4ea16ce76a255dd17a42e3,2,1,2,4321,4321,cx-ronen-riesenfeld/AISupplychain,CLAUDE.md
2775,cb55930f163e5f2b6074aa951dfd1acdcdd386ee3c006f71570b8d9b3005f9e7,2,1,2,8429,8429,GitStackedPaul/interior-designer-ai,CLAUDE.md
2776,cb821c3bcacf5f52f517932e525eac0c9821e972bdd25a817295aeb1bf5bc8eb,2,1,2,4766,4766,cube-js/cube,rust/cubesql/CLAUDE.md
2777,cbd134c7420ee5b23079af48863d71a315b1412238cf1afc482dae775a0ef17e,2,1,2,16,16,hideselfview/agent-instructions,CLAUDE.md
2778,cbd5a032f6452e9ba1d2f31465e7f9aa4c11694fb7a551dac45e8910ca6cd7cc,2,1,2,73,73,marienvo/eskerra-go,CLAUDE.md
2779,cbd7f7f783603aeeaa4cc99a6280b709779b728093d3620f9874665b400bf1ad,2,1,2,4611,4611,mb056gamer-ai/xsw,CLAUDE.md
2780,cbeb89d17d0e000eb94b98f3942fde11a700bb2f0bf94fa05d2ffbf171af5efa,2,1,2,14843,14843,temetvince/rustriders,CLAUDE.md
2781,cc34d0c73e0818917fbe722f10064567aec8eb2d2b79596cf9a5ce10a22990e6,2,1,2,2022,2022,cynthiateeters/security-safari-starter,CLAUDE.md
2782,cd2094e7d8ae30a8f49d8d09c0a67a230f14d2a8b4293eee98a4ffc959cb97d2,2,1,2,1643,1643,chodolmu/taskforge-pro,harnesses/education/exam-prep/CLAUDE.md
2783,cd29a2efc0699a711bc07f6c824e5f2f3ccdfa028e2c1026631c576f5b072135,2,1,2,40,40,bestenevoy/BaizeMind,CLAUDE.md
2784,cd2a2011c1b49ec2194aace636d660c7a3dd235b70796057bf5e3bf7eceb77f3,2,1,2,4406,4406,ASAPASMR-hue/michigan-guardianship-ai,CLAUDE.md
2785,cd513a5f5c36555d369b36dca485bcedf57ba3c42365456d1493d47e8d794cd0,2,1,2,25139,25139,Intelligent-Internet/ii-agent,CLAUDE.md
2786,cd96432eb37356c2f38f131866c44f1930556211415f70204a593cd13efa5031,2,1,2,346,346,jarbitechture/claude-skills,skills/agents-router/CLAUDE.md
2787,cd9c426fc0b5b11824a55e86037ec7a12dfcfd62f5ec47139a1167e2864cc289,2,1,2,577,577,sachio222/based-stack,deepthink/CLAUDE.md
2788,cda4bfacdb7d0069edbdffc0a16f93a0e4217b4ae6fd2c9faee0cf43aa4d595b,2,1,2,13197,13197,sealablab/BPD-Dev-3v4,tools/forge-codegen/CLAUDE.md
2789,cdd9e65de91677f725825ac97d77b207f47bcc6184d0c3d9e0c2fbf277745b61,2,1,2,102,102,jrgilbertson/networked-thinking,CLAUDE.md
2790,cdf9c6194829d9b7eb29f075a3775026980bd67556886a98264fcb45611e5fd0,2,1,2,69,69,MetaMask/core,CLAUDE.md
2791,ce03cd5128ece4b6957ad4dedfb71510d70a942b19994cb4720dee2652fdb7ad,2,1,2,559,559,80portisfound/FrontendStudy,PART2/CLAUDE.md
2792,ce05bd641698e0226354d5ec8f0eeaea34fff20da13cf731efbe4a749a63c2c3,2,1,2,3589,3589,Mrgintamago/Multiplayer-IDS,CLAUDE.md
2793,ce315a7ab68c86caed8b23376aadb5c9ef5dea5287ae4cd21527c9c098cf9df9,2,1,2,11454,11454,brenttyson-1mwc/job-finder,CLAUDE.md
2794,ce45dc4af46de36916ad08a7f929b6a17890c2b664232f9b122377655703844e,2,1,2,34,34,rhanka/openerp,CLAUDE.md
2795,ce4a1eff33f90e28de21677a7445cf492bf79bd5c8bccebd299adb5af9de514f,2,1,2,356,356,stone16/coding-plan-comparison,CLAUDE.md
2796,ce810cc1d4351ad92ecad76903389947a5b2fc81bd006d4ec8b53d778e93d620,2,1,2,437,437,eschoeDeveloper/llm-rag-api,CLAUDE.md
2797,ce9c6178cd9ca9ccaeaf996d6e2a7e1fc4888cd4bc2b0a5ac41f0383407a9378,2,1,2,33,33,AndyLee1024/LingdaAI,lib/claude-agent-kit/examples/basic-example/agent/CLAUDE.MD
2798,ce9cf4cb97bf988c46002e751bc34d5056f6f54fbeb47e02a84e35b37eeac513,2,1,2,1807,1807,thevibeworks/claude-code-docs,content/github/claude-code-action/base-action/CLAUDE.md
2799,ceb5aebad460c8dd21633ef40726352a0d90afc04c89ac92958bcd878a575125,2,1,2,2463,2463,every-app/open-seo,CLAUDE.md
2800,ceb82ccd73a5652d0c076c83fbb0dcc4e3978b7753f9ccfc26ee180727f83e8e,2,1,2,38,38,edenbd1/lunave,ledger/app/CLAUDE.md
2801,ced76b6b3d5ef09c33d6f65368e5ef7d4b76f6f60e618b1383504ea0715bf8a7,2,1,2,1879,1879,drid-uniben/ubjh,client/docs/CLAUDE.md
2802,ced9d811304b70ca48abb19183b2c96fc596144315724ed236e9cd23d277be54,2,1,2,90,90,embrace-io/embrace-android-sdk,CLAUDE.md
2803,cf92a27d5807a4c6859fad54b9043c576e1e90f79bd772789d71b5b6d608bb50,2,1,2,1658,1658,Azure/LogicAppsUX,apps/docs/CLAUDE.md
2804,cfbdda48a267f7dbad78299c32b3c959b18693767e66f08029b77245b022c1a1,2,1,2,397,397,Jason-hub-star/takdi,src/hooks/CLAUDE.md
2805,cfd80d5515d930038e17b88844523c3a8585bfdeecd1edfff948188847dd7593,2,1,2,8587,8587,Neil-N4/newrepo,CLAUDE.md
2806,cfee02b22d6a1c8e4900ec53eaa8a45059fac8e1639e8ca7a4bd39102baa3cfd,2,1,2,11044,11044,langroid/langroid,CLAUDE.md
2807,d01cf3970d6ba515664971eb25b21feb938a8aa9a4034a15005a97545cb7f6a0,2,1,2,2571,2571,actions-marketplace-validations/MishaKav_jest-coverage-comment,CLAUDE.md
2808,d06a83d24a2a77f1a542609c87574f6e8107f03ab91848b090cd2eaba56cd969,2,1,2,1585,1585,nexvigilant/antitransformer,CLAUDE.md
2809,d08a17eb76b04e8535150412a7d84430082fa5c22e9461a71ada51d4a122bc8f,2,1,2,46,46,ejdyksen/dotfiles,CLAUDE.md
2810,d1164146300c818f1f3461f7a4fc1ea5d277d7fb46f97f65a7303d309b8398e4,2,1,2,13496,13496,BD-AI-SDLC/claudboard,CLAUDE.md
2811,d136511d6d5b255b0da43867fa8e387b1e1d37298581e65af1aac47be7eb147d,2,1,2,15,15,AngeloTadeucci/MapleStory2-Handbook,claude.md
2812,d163d50e52b7f9e92c00458600137e0a508a03b5c223bd318b9da3e833bf9f4e,2,1,2,458,458,tfrere/research-article-template,CLAUDE.md
2813,d165fd555c55874b6ec06ba46ec988589981099bc8d8319be35f1dfd0e7b55f9,2,1,2,1042,1042,kodflow/view,.devcontainer/features/claude/CLAUDE.md
2814,d1f8b1a3de79388303d9bd331afe98cf98b3c416cecf981447cce9d2f521608e,2,1,2,1721,1721,OpenClawHG/clone-ai-pipeline,CLAUDE.md
2815,d20667256b150c9c017fec73f70dfb343d5319c7024c8144e918998e8a042d22,2,1,2,2487,2487,zaichu/rakuten-csv-extension,CLAUDE.md
2816,d21496d9719054d9da6fa2e992608f3e29d14a92951ec7a2bc35659f44d15b44,2,1,2,17826,17826,odilovicc/auth-boilerplate-back,CLAUDE.md
2817,d21637dadab854443e4fb5af9748914c3f7bcd7c7a2afe88b77ffa178b2f5f41,2,1,2,89,89,dimitrischatz/orama-platform,app/CLAUDE.md
2818,d239212a3b69cefce6aa126af77d9843855eecdca2b15df000586f6f5d8e4806,2,1,2,4504,4504,kubotadaichi/ExpAgentXXX,CLAUDE.md
2819,d244f871d7bed07f1f9419d89994eef70c2c139df8bc8492f5c6d687330857e7,2,1,2,15,15,ferran9908/OnBloom,OnBloom-SlackBot/CLAUDE.md
2820,d259f005fa5e803da3ec329c74b4801fe5abff5072ec0e9b0f755468715e21bc,2,1,2,73,73,anirudh-makuluri/smart-deploy,CLAUDE.md
2821,d2669e129f4c9f9f33a7f2d7aa0e78db0eaac4ba007e582f9a7acf0836af8fda,2,1,2,4218,4218,eclipse-oniro-mirrors/commonlibrary_ets_utils,js_api_module/buffer/CLAUDE.md
2822,d27aa5cc6b51941dbe2648614cfdaf7a9bcdf7e66799babdc815cadc0ecf5987,2,1,2,2149,2149,BusinessCentralApps/tmpbw2slw,src/Apps/W1/Shopify/App/src/Translations/docs/CLAUDE.md
2823,d292eb4fc447a5d0c0e39feb86f350b4051c82a2964d4e3e9ea13869c2af4f31,2,1,2,629,629,NoDataFound/AD5MHaKCs,CLAUDE.md
2824,d2d0301d233238b1baa3128b4ba3053ca8ee6735869254fee87f87f3314f02e2,2,1,2,1291,1291,krusemediallc/arcads-claude-code,CLAUDE.md
2825,d2dd3508d1297d9e32ac0b2c61040934db69e22b03b2f01688cf859e159ef20a,2,1,2,3392,3392,AryanXPatel/RIFE,CLAUDE.md
2826,d2e7c2ee2ea213be57e90c7508f028f3813d10910e6598e863964974a532c6f1,2,1,2,1799,1799,lucasbrandao4770/claude-code-gamedev,templates/platformer/CLAUDE.md
2827,d306191ed23667f4f01037ef4b25c14c7d74d3c119f675ca522a804c93c2cb1b,2,1,2,2680,2680,bowenxia2/aisc,CLAUDE.md
2828,d31d60b884b9d8c7d1b293b31a9e53dadf105c5e311ffadbb48becba4efca026,2,1,2,282,282,r-data-science/rdstools,CLAUDE.md
2829,d34cf6e8f49fc834eb01c29dc27b4f2af767903802cf5d90cc8519e1e6eb2596,2,1,2,6960,6960,salesforce/cloudsplaining,CLAUDE.md
2830,d3dc3eaf897d0a5b517aa3807fa618218579493671cbe7befed93ace5c6146ca,2,1,2,5092,5092,baich110/LinuxCommandLibrary-Chinese,assets/commands/claude.md
2831,d3de87410031f4520b9dabaf8ca871bacf349e889bd72a505aea74340894a2b3,2,1,2,940,940,appliedrelevance/epibus,epibus/CLAUDE.md
2832,d3e5eedcaee1561fc22cb3bac3b5dedaf895c4b52fe966fb253bf93031b95434,2,1,2,1633,1633,Snootypants/35bird-react,claude.md
2833,d42b29b663a922aa17b8472fbe2e2bd35bda79b9fc53592afec0e999123d8843,2,1,2,48,48,mcalthrop/solid-pact-python-rest,CLAUDE.md
2834,d476667db0fd1c88d9936246417eff735b51a6823b58eec12a5a5381b46a8034,2,1,2,7188,7188,apexive/odoo-llm,CLAUDE.md
2835,d47941e73a5e037ae2b5e017c0ba0d90c4b1b0684f665879b422456f57fc8e8d,2,1,2,5,5,gfmio/template-typescript-library,CLAUDE.md
2836,d49be2c4dc5bfc6de5d1ec6e2e5a744ed81f92230a366554031a00c4fe979b67,2,1,2,1505,1505,tianma-if/edgeever,videos/edgeever-promo/capture/CLAUDE.md
2837,d4b145d1950d90debd1f906998724ac135f5ce2decb9be013d1a784411dd5880,2,1,2,1429,1429,BlueBubblesApp/bluebubbles-app,lib/services/backend/sync/CLAUDE.md
2838,d4fbb82a8dd1ba4b23089014bf9723dd7f38103ed65a4b3bbaf953fb60020b62,2,1,2,1733,1733,chodolmu/taskforge-pro,harnesses/content/content-repurposer/CLAUDE.md
2839,d5058f5520bbbc278a674f4eeacd02ef27969fd352ed06e9ba483219318945fe,2,1,2,93167,93167,Opa-Collective/SVE-Systemic-Verification-Engineering,Applications/_FieldNotes/SKIG/ai_analysis/claude.md
2840,d54056e9f626c9729075ef8081ff57e05467e89be3cd27e02d3076318b4ef107,2,1,2,39,39,partarstu/agentic-qa-framework,CLAUDE.md
2841,d55784a3dde4e31c7ed7c1ccea7bcf3d5cd44c3245e87241fa59b0f31758514a,2,1,2,626,626,theloniuser/blank-brand,claude.md
2842,d562c8dd25f60d29fd1cac0bb592f7792161051d3c9821c998732bda0fdc0de7,2,1,2,151,151,coolabnet/community-box,CLAUDE.md
2843,d56792558f1113cda07f119ffc90fa2027d0d08a3d2b906f7693ee4d5986648e,2,1,2,16,16,nand2tetris/web-ide,CLAUDE.md
2844,d56ca992454189020152e72eb92f93e91b747c066045c90c80b82af9296f7d5c,2,1,2,1622,1622,krisadas/Claude-Code-Dev-Studios,CLAUDE.md
2845,d56cfda5b8caa50fd4e99ffa819bbff93c7cc5c11a1a42defc4862fa49931099,2,1,2,178,178,mdportnov/konterra,CLAUDE.md
2846,d58be6ada7589a367109741163fcca6b9afca3fe25650ae748ec10e6390057d8,2,1,2,17,17,PuChenTW/my-claude-code-settings,CLAUDE.md
2847,d5966fcd8314fc7315847176cd08b579564730b1c8e0381c31047f625245a45c,2,1,2,773,773,koskedk/hellofn,claude.md
2848,d5a462e666edcd6383c5178ba5a9b0166d0c223032ebd9d1db633ca93c905764,2,1,2,51988,51988,amnotyoung/pixel-agents-openrouter,CLAUDE.md
2849,d5e443dc1a74805e36795d45a8f919120fe7a1f21566628a717fcc5570b5e7e5,2,1,2,41,41,jasonpearson/dotfiles,claude/.claude/CLAUDE.md
2850,d5eab930c573dfafc451714f3d69a47b8b3ebc7972dd5157aaad9477a0937485,2,1,2,2792,2792,iPlug2/iPlug2,CLAUDE.md
2851,d5f8a757c52f2acb97c0a8a1ba7b9b46e1cdd3067fc304effd3cc3be1ede09b3,2,1,2,615,615,libz-renlab-ai/Matrix,packages/benchmark/CLAUDE.md
2852,d60fc6d200bca25f8609ab6724f31a3fb21a80b88bebc82c1241a7a30f64ee65,2,1,2,23,23,FortisLeo/skill_usage_optimizer,tests/fixtures/discovery/claude/project/CLAUDE.md
2853,d631ad67b3fc0ba5bec5c81eb8ec94abfb6f93d5d76046ae6ef25132623c88bf,2,1,2,3092,3092,WillBooster/reusable-workflows,CLAUDE.md
2854,d63abe7492d15dd6443f3e075f76ce8c5309b3990c8d95f0b987eb2a3b16826b,2,1,2,9,9,NealST/HarnessCode,.agents/skills/rust-skills/CLAUDE.md
2855,d65fd29cba8483b701b3e80e485bc5eacc02bddf8869bc6bc326e1fa8266c4f3,2,1,2,3238,3238,Cat9199/orfe-cosmetics,CLAUDE.md
2856,d680e5737de473a86f79200117206ac66a2a2605b73693c3e395b26bc9239917,2,1,2,22,22,MirrgieRiana/ifr25ku-server-portable,CLAUDE.md
2857,d6853cee29134565dc7c5e75c4bae0de341ea1c50842fef1020335a41bad02fa,2,1,2,26,26,crewrig/crewrig,CLAUDE.md
2858,d688cd5f1740eb5116ff08c2dce229a59ecddb1d5a2f9243cfe816eafe0fa00e,2,1,2,285,285,CateHey/computer-vision-tracking,docs/data/CLAUDE.md
2859,d6a935b22019a2bf55b5aa9344cb9cc7881c09e9812373c0e8ef27fe385104fc,2,1,2,4679,4679,antirez/voxtral.c,CLAUDE.md
2860,d6b11af42c8d1c1a81ee66174e00a2610ab4c16630c37b687064d47b700ecad8,2,1,2,6965,6965,deemp/timeful,CLAUDE.md
2861,d6c1758d75cb50c3f8cd82c40a84b219220dc0972768e19d11d0c3de33c87dcc,2,1,2,24457,24457,kmshdev/nexus,CLAUDE.md
2862,d6d25dd5a71dc7e2679ef9664494b89455b0a50a822633ee6bb042d053526152,2,1,2,22,22,AnishSharma20/SprintTest,CLAUDE.md
2863,d70020e3e83a3a00ef3b5093a036b56c110165eeada668ec488dd6d2a3ccf05f,2,1,2,1177,1177,jcs19752510-ui/contact_manage,CLAUDE.md
2864,d73902e2658c2700cb4a97bb72cee24e66fbcfad26d1d7032a17ad922492d010,2,1,2,1669,1669,datnm555/dmoney-tracker-orchestrator,claude-starter-kit/templates/CLAUDE.md
2865,d790f83da1b70cd26a5160209133922f10e7a70e84e80bf8bd934180d59a53da,2,1,2,285,285,gabrielmoreira/agent-skills-mirror,mirrors/repos/xsyetopz@webcpu-agent-skill/CLAUDE.md
2866,d7a24d75bb55b4b2aa3d39a9e2d1813d84395859646864431de923cbe0faab7a,2,1,2,2329,2329,Anantha-236/Agent-Hunter,claude_code_leaked_source_code/everything-claude-code-main/docs/ko-KR/examples/CLAUDE.md
2867,d7d91cb8896ca581149a72f165b52dba07f8910cf1ab202581cd3c0750dc422d,2,1,2,47152,47152,lala1137273514/Yprompt,backend/CLAUDE.md
2868,d7e4cfe6ba2b12d6a3edf0ededf0dbd867dbe02962533e6eacaca544108a973c,2,1,2,150,150,9-p9/9pod,components/image-builder-api/CLAUDE.md
2869,d7f090e36986df2a10edabc7345ba8e3d32183736c431b0936eac666d6838fba,2,1,2,4350,4350,happier-dev/happier,apps/cli/CLAUDE.md
2870,d80452fcd2e35c12c9d7f8bb9995e2f883a7513ba435622db83bb2df5f84e655,2,1,2,3633,3633,jstormes/php-docker-production,app/CLAUDE.md
2871,d8110e15e53c8ccdd48dcaa6c814a0a4335dbae7faf166fa931cfbcd85fd4ac4,2,1,2,3542,3542,doocs/leetcode,CLAUDE.md
2872,d87a2be0c0630f479c974605dac7eeda85c55b7fbdbb9c26a91555887798a94e,2,1,2,436,436,stharrold/bingo,.agents/commands/CLAUDE.md
2873,d882e9ef48a178d1032f52dafdab4edb8b943452f49b9611ea4f0f56e389d842,2,1,2,147,147,matthewdeanmartin/tech_youtubers,CLAUDE.md
2874,d8aa78aee1817882f1fbeda7ff0e6f3a572838dc6cb6e671adb094deb97e3d62,2,1,2,604,604,Lin-Jiong-HDU/auto-pkb,CLAUDE.md
2875,d9418ca919953ae1301f76530e4b47d8400993984ec5cd5bbfe23bc71aae7161,2,1,2,3642,3642,OSU-NLP-Group/Mind2Web-2,mind2web2/utils/CLAUDE.md
2876,d94205a105f5393db703c1e86ab456805a3581e279aae26bce2728d62db9157b,2,1,2,9562,9562,Deepcode007/excalidraw-custom-mcp,CLAUDE.md
2877,d947f3cbb014dbf33b6ded4900e5b28c8343c404046187b6d7e37d8f795e69c2,2,1,2,3666,3666,Elysium-Arc/rails-template,CLAUDE.md
2878,d95c381d6f15492f05dca22de81e62e73fe6f99b0616393eee3d9f59f2c32b08,2,1,2,4921,4921,Azriel-Erenkrantz/dqn-stock-trader,CLAUDE.md
2879,d964ebc6ccc7b7978b3a1e58412a2127dd3048e8ceaf91c7baf67e03645d9b10,2,1,2,179,179,adaptive-architecture/common-utilities,CLAUDE.md
2880,d9876bd71cc7d790512fb687b87974d25f8c5829244ec9fdc99310d8a777a1f1,2,1,2,14,14,akoskovacs/dirjumper,CLAUDE.md
2881,d99dd72013b7efd84b99a2e29768b538db314316784643d7442734a220cabe4a,2,1,2,115,115,karvifi/foundation,repo_intake/extracted/deepset-ai__haystack/CLAUDE.md
2882,d9b43836d103032d7f0b458b4794413426f639c0edf662439f901bb06d31a9c2,2,1,2,1285,1285,enonic/app-ai-content-operator,CLAUDE.md
2883,d9d928b955d146843b20ff2e8bfd299765b0fc5ab39fdd8ea9a9b7990d2b0627,2,1,2,1082,1082,delft-hyperloop/Splunk_Hyperloop,CLAUDE.md
2884,da27c82f3b2d7ce6ca761ecd93f075c3ae1740ae3a753fea1750d03832619155,2,1,2,367,367,ForTheReallys/dotfiles,zsh/.local/share/zplug/CLAUDE.md
2885,da8e0bab02821ad2fa05c5ed994baf382a5523a571ddf299671d4c36c6fbb7c2,2,1,2,904,904,phonikud/heb-g2p-benchmark,CLAUDE.md
2886,da919ef4f0403af15a7c0eb0db263ce67cb63f613a88c3fd419177ad58471658,2,1,2,18,18,aazw/github-planter,CLAUDE.md
2887,dad02dc4a95ca5c43790fc74756b93e554877ad7fa773ebd30b5f8fe59059ad1,2,1,2,122,122,idanmann10/vivarium-agent,CLAUDE.md
2888,daf4151471bb3874b9300295edd6c5c68b9c39836c5d363296d0d9722c3f1417,2,1,2,56494,56494,zachatkinson/csfrace-scrape,backend/CLAUDE.md
2889,db2a46f27699a035d05fcb34ce284724aa643687ceef8398f64c8fd51a873bbe,2,1,2,28,28,cyotee/cyotee-claude-plugins,CLAUDE.md
2890,db2bfe3d1f074f61af4310f4e7251ff852dc5ac15139bc04c0b7c3c8c0616fce,2,1,2,5996,5996,MARUCIE/openclaw-foundry,web/public/packs/spellbook-ai-app-engineer/CLAUDE.md
2891,db92d11f3c1fa9b773a297993d7272f30bf31657cf69a86d291832ebef8f241c,2,1,2,649,649,owlandauk/Geo_thesis_Horeka,CLAUDE.md
2892,dbb3baa435340fb53683acf6e7f769ccf7bd7cba752b954bad455f34bb74e7c4,2,1,2,4258,4258,jekalmin/extended_openai_conversation,CLAUDE.md
2893,dbb8aed80a88ef704533b959c5a7f628767631eedf35a7298902ecf0ca3ffd0d,2,1,2,10229,10229,ambient-code/workflows,workflows/cve-fixer/.claude/CLAUDE.md
2894,dc25598600f04953d40cbf22ba0615bd9162c38c632fe9e592387a47dba08114,2,1,2,4862,4862,yamanitte451/mahjong-ai-coach,agents/cfo/CLAUDE.md
2895,dc3695138ddf7705ab9c3c6d38a047c7d70342eea19e46b2320e08531b7c1c3c,2,1,2,208,208,oscharko-dev/Keiko,CLAUDE.md
2896,dc3e512ab2aff51c0a1648a4b9eb2714d7f9b3992ff74008fff76a0b50bffe07,2,1,2,4430,4430,itechmeat/open-second-brain,docs/brainstorm/embedding-provider-suite/cli-output/claude.md
2897,dc5af7349d273058906947c4d80973eb3cc6195d9eb5f45224605a1f31515408,2,1,2,12,12,elentok/dfl,CLAUDE.md
2898,dc5b28140b8d5a8ad40c68810a933b80d2c35fe307ef82ce75a5cef72b07f854,2,1,2,1311,1311,aperim/multiview,web/CLAUDE.md
2899,dc8edf0277e50e94aae6b4855305e55d5f6bad3acd58de187d22b4a5e73c3e42,2,1,2,120,120,atordela-alt/metagrim,.claude/CLAUDE.md
2900,dcbbe5283755a4c90e8b9662788aeb29483035db7c4bd6559b9953ce6ae885e9,2,1,2,1325,1325,nexvigilant/nexcore,crates/nexcore-synapse/CLAUDE.md
2901,dcc1529ab49ba13dc5d99e0001324302c078e01b69f721a4cbdea485bf8b8db6,2,1,2,4673,4673,itechmeat/open-second-brain,docs/brainstorm/semantic-brain-health/cli-output/claude.md
2902,dcd2eb4644376b3651165f8c18978be62eee7b0c58c039560469687849f0dc5e,2,1,2,139,139,janghye0k/doumi,.claude/CLAUDE.md
2903,dcf512d6d0df3a5b5c7d19ee59949ea9798f3be4f89ddd84ee3e7ea6c00021e4,2,1,2,15,15,BattlesnakeOfficial/arena,CLAUDE.md
2904,dd00839219a2f8e7334e7a39c8285dc0f5d9e35a745af9f6c62e02a28572ff54,2,1,2,3998,3998,doanbactam/XActions,xspace-agents/src/CLAUDE.md
2905,dd8a4cae30a84f84ae3e5e6e652d4c25b18fbd86fb56988cce7e737b2d08e406,2,1,2,9515,9515,chittyfoundation/chittyscore,chittypm/CLAUDE.md
2906,ddae66702e40564f65d4943b98c94bc0df5f58ca156921be709e4b322af9ae94,2,1,2,1525,1525,smarty-kiki/php-vibe-coding-frame,public/CLAUDE.md
2907,ddc23927bbe3290eec15304aa00a722d14400899deb71c53bdce085084c81dea,2,1,2,1515,1515,upstash/agents-worldcup,CLAUDE.md
2908,ddd580ea463d608b7f018129ccf51524640579e1cf2b622059c889c352cb469d,2,1,2,34,34,aiven/inkless,CLAUDE.md
2909,dddabc68aacef2643c6ea6b0f726cba22a4e8f1d6eda4fdb8ad1b4c72432c57e,2,1,2,669,669,Zenobia000/ai-brainstorming,.claude/CLAUDE.md
2910,de2596b069f38c02897d7e293e5363a2281f0c49b41bf2f00f92f247536a2509,2,1,2,1128,1128,PrautAutomation/Puls_obsah,anthropic/claude-cookbooks-main/managed_agents/cma-mcp/CLAUDE.md
2911,de4630847517b02f5caca95f989328f56f3d05766ad07d54b396a15e6bb58bab,2,1,2,457,457,ssmiller25/r15cookie-site,CLAUDE.md
2912,def808fbaea0a4822717e7591bfa56bd6c71e8ee411e5193f2b88ddb9d4b4cbe,2,1,2,6122,6122,ibragimov-oasis/name-navigator,.claude/memory/memory-claude-mem/src/services/worker/CLAUDE.md
2913,df16162279bc29236f91ef9f9f062ed7449d28a23783a91098308217498f7d62,2,1,2,2975,2975,aryaniyaps/agentic-uber,.agents/skills/google-adk/reference/models/claude.md
2914,df3d29db63971ec0fda9c23be2247871377b783208652f8e6762461d77ec23ac,2,1,2,36,36,raine/invoicegen,CLAUDE.md
2915,df5365c321e514cdca4bc543cda8bccb082f875b3f04dcf6c61cb6a40ba04b0d,2,1,2,49,49,br4vesirrobin/openclaw-multi-agent-workspace,CLAUDE.md
2916,df77d049591efbc9f114a5b4e687b25f6e5b5e9eb2e97120b22d60c008744a72,2,1,2,4944,4944,guardkit/dotnet-functional-fastendpoints-exemplar,.claude/CLAUDE.md
2917,df8c8a40d3fc3deb391d14c55df8f9ce616276876b08b9ebadcdbcf11bf7862d,2,1,2,1571,1571,wrburgess/ai-config,CLAUDE.md
2918,df942bf3b0bb04378a1fe1ce594a3f7fb0136d937aa6ed3d0f3e7159e779de26,2,1,2,6154,6154,Zickenheiner/fullstack-template,backend/CLAUDE.md
2919,dfea28df8478cd464b0604b793fa2a2c30bd3a2f1541eebd374cb5e0b7a4df98,2,1,2,192,192,microsoft/cates,fixtures/ecosystem/CLAUDE.md
2920,dffc36bee183b30ebcb495834d759a036f5de2ec1dbf5f566d62e0560ccbdf4a,2,1,2,42,42,jcarranz97/colony,frontend/CLAUDE.md
2921,e0036e2ec9d28c4b91116c3fdcf35afa4f25d3807b44cd95c63200cca2ba99bc,2,1,2,1604,1604,Apotheneum/Apotheneum,src/main/java/apotheneum/claude.md
2922,e004159507485d5212bc92ecc9bc7edf18f08c03491e80db204181a344b7be63,2,1,2,1602,1602,bradfordwagner/ansible-role-vault,CLAUDE.md
2923,e046734621794fbc50e6153675cc759e56eda9058325eaf2dd72ae0ef65c6c98,2,1,2,1863,1863,revfactory/harness-100,en/22-legacy-modernizer/.claude/CLAUDE.md
2924,e07cfc516455b08f25de4e173b484815c2e0e23371db9f704f8f0c117d5e4025,2,1,2,1453,1453,nexvigilant/nexcore,crates/vr-marketplace/CLAUDE.md
