audit_id;audit_stratum;content_hash;copies;representative_repo;representative_path;representative_url;paragraph_index;word_count;alphabetic_characters;dominant_script;fasttext_language;fasttext_confidence;fasttext_margin;lingua_language;lingua_confidence;lingua_margin;stable_after_normalization;automated_decision;accepted_language;paragraph_text;manual_language;manual_judgment;manual_notes
L040;accepted:ru;d65ea677fcb9971257f76bd3b763018ae18d5b7b24a42ff81a7c71987ee63a96;1;Armankazarovich/website;CLAUDE.md;https://github.com/Armankazarovich/website/blob/dd57e565d254030231969314bb7c1dbab1098b5c/CLAUDE.md;781;22;113;Cyrillic;ru;9,9841E+15;9,9768E+15;ru;9,99629E+15;9,99276E+15;VERDADERO;accepted;ru;???? ?????? ????? — ?? ?????????? ???????? «? ??? ?». ????????? ??????? ? ??????. ????? ?? ????????, ?? ???? ?? ???? ????????????????? ??????.;ru;;
L041;accepted:it;9980926d775ea03f9806519b9186048e0bd830f74b9813c92a1c94b32d14bc03;1;samuelecorra/cybersec_unimi_ssri2.0;CLAUDE.md;https://github.com/samuelecorra/cybersec_unimi_ssri2.0/blob/487247c22fe3a0adb6b1fefc91329f49ae6233f3/CLAUDE.md;180;69;410;Latin/other;it;9,66799E+15;9,63692E+15;it;10;10;VERDADERO;accepted;it;"M3 Vettori e geometria (UD1-UD4, 14 lezioni): [COMPLETED] — ricostruito integralmente da ; letti e verificati pagina per pagina 14 PDF per 53 pagine, incluse formule, dimostrazioni, esempi, esercizi, annotazioni e figure; create le unità su vettori, sistemi lineari, geometria nel piano e geometria lineare dello spazio; corretti e documentati il refuso sul prodotto vettoriale e la notazione imprecisa sul numero di soluzioni; verificati KaTeX, struttura, build, indicizzazione e rendering frontend delle 14 lezioni.";it;;
L042;accepted:it;9980926d775ea03f9806519b9186048e0bd830f74b9813c92a1c94b32d14bc03;1;samuelecorra/cybersec_unimi_ssri2.0;CLAUDE.md;https://github.com/samuelecorra/cybersec_unimi_ssri2.0/blob/487247c22fe3a0adb6b1fefc91329f49ae6233f3/CLAUDE.md;80;42;284;Latin/other;it;9,44565E+15;9,35557E+14;it;10;10;VERDADERO;accepted;it;(Principi di controllo degli accessi): [COMPLETED] — integrato transcript su definizioni X.800, controllo accessi dopo autenticazione, politica di sicurezza, database delle autorizzazioni, auditing e responsabilità, , oggetti e diritti, requisiti NIST SP 800-171, separazione dei compiti, privilegio minimo, sessioni remote e controlli su comandi wireless.;it;;
L043;accepted:it;5def619cb53db0c16e3d5c764390491446738235da45d6d1086de41a46333d1c;1;themetriost/Sertor;CLAUDE.md;https://github.com/themetriost/Sertor/blob/50895de24ddddab4b09d12246627557e88275111/CLAUDE.md;81;66;325;Latin/other;it;9,95036E+15;9,94256E+15;it;10;10;VERDADERO;accepted;it;Uno step è un'unità di lavoro significativa (una feature, un fix, una decisione, una ricerca, un'analisi). Alla fine di ogni step , il flusso principale (Claude) esegue — di propria iniziativa, senza che l'utente debba chiederlo — questa checklist. Sono azioni da LLM nel loop : le eseguo io, qui, esattamente come già scrivo le voci di log. Non dipendono da hook né da automazione unattended : la distinzione è netta —;it;;
L044;accepted:it;9e0fcff3ce00761c21be4ce41b4c2bf426b18d25f20620e7aa49ea77f01a09c0;1;paithon-it/paithonbook;CLAUDE.md;https://github.com/paithon-it/paithonbook/blob/0c329735d67aec93cc92df2c4539167a8b5357e4/CLAUDE.md;42;72;390;Latin/other;it;9,50688E+15;9,4166E+15;it;10;10;VERDADERO;accepted;it;"Review fattuale obbligatoria (fase 2 del workflow), che verifica e corregge in loco : (a) fatti su fonti primarie (arXiv, OpenReview, blog ufficiali) — date, autori, numeri, benchmark; (b) esempi numerici ricalcolati a mano ; (c) codice : esegui davvero quello puro , verifica a tavolino quello PyTorch contro l'API reale (torch non è installato qui); (d) sintassi , due livelli, palette figure. La review restituisce anche i rischi residui (ciò che non ha potuto verificare): riportarli, non nasconderli.";it;;
L045;accepted:it;6d54728820510c5e8e978516ec1d9a8732985b8ffa6838ce0b43c7499f827e1c;1;ehystiv/MyPhotoManager;CLAUDE.md;https://github.com/ehystiv/MyPhotoManager/blob/cf2c0b203b06abe91401dc3ceab83c0d02ea86a4/CLAUDE.md;8;31;176;Latin/other;it;9,62381E+15;9,55602E+15;it;10;10;VERDADERO;accepted;it;I metodi pubblici su vengono esposti automaticamente al frontend. I binding corrispondenti si trovano in e — vanno aggiornati manualmente quando si aggiungono o rimuovono metodi, perché Wails li rigenera solo a .;it;;
L046;accepted:ja;7cb05b95d83d7aadc4cc851e77b81956c6fc38ce418a185b3a1c2361eb0f58a1;1;HajimariInc/biblio-claw;CLAUDE.md;https://github.com/HajimariInc/biblio-claw/blob/81bf0247c571e3ae4949b1a74b92a7d2f6220d45/CLAUDE.md;51;22;136;mixed;ja;9,68844E+15;9,43998E+15;ja;10;10;VERDADERO;accepted;ja;???? — Discord?Slack?Telegram?WhatsApp?Teams?Linear?GitHub?iMessage?Webex?Resend?Matrix?Google Chat?WhatsApp Cloud(+ ?????????channel ???????????)? skill ??????????;ja;;
L047;accepted:ja;c2fc41210f218bdfdddc466af4aa8e90989ea4386d9ca445aa22f15d78bace9a;1;pooza/mulukhiya-toot-proxy;docs/CLAUDE.md;https://github.com/pooza/mulukhiya-toot-proxy/blob/4154fa29cdbe8e39993bba6fc59ddae2626846a5/docs/CLAUDE.md;115;36;135;mixed;ja;9,81318E+15;9,71989E+15;ja;10;10;VERDADERO;accepted;ja;?????? 5??????????????? (#4404/#4406) — ?? ??? Sentry ?????: ? Redis ??????? alert?log ????????? ??? alert+invalidate ????read #4404 / write ? Codex P2 ??? #4406 ?????? ? ????????????????? scrub ????????? #4405 ? 5.27.0 ??;uncertain;;
L048;accepted:ja;694ef7ccffe4ee1b22f08b410f9e9f0b52f21b5d06146698efacf1821cf7d595;1;nakaba-lab/ssh-manager-tui;CLAUDE.md;https://github.com/nakaba-lab/ssh-manager-tui/blob/ae755cf551b9811e7d4791b5910792b1a986c4ab/CLAUDE.md;39;45;248;Japanese kana;ja;9,99928E+15;9,99868E+15;ja;10;10;VERDADERO;accepted;ja;???????????????? ? permissions ????????????????????? ? ? ? ??? ? ?? ????? ???????push????????????????????????????? ? ? ? / / / ????? ?????????? deny ?????force push? ?? deny???? ask ? ?????????????? best-effort ???? ?????????Read ? deny ? Read ???????Bash ???????????? ???????????? ? deny ???????????????????????????? Bash ????;ja;;
L049;accepted:ja;31a94bb3dfb49a65ef857823106954b5db9b58c9c47d220b0aec3b5a9d2ad55d;1;betyourluck/Kataribe;CLAUDE.md;https://github.com/betyourluck/Kataribe/blob/66de490d110dcae25a59687acefc05cd85843ff1/CLAUDE.md;73;29;153;mixed;ja;9,88977E+15;9,79066E+15;ja;10;10;VERDADERO;accepted;ja;? ????? UI ???? + select ?? (2026-06-27) : StatePanel ? ??? + ?????????? ?????? ? ? inline SVG???????????????????? UI ???????? ??????????? ??????????ink ???parchment ???WebView2 ??????????????????frontend ???;ja;;
L050;accepted:ja;5dbde966ba7ca22c443a733ebbf8df4eedab608a2eb8b3921830252281758dbf;5;diegosouzapw/OmniRoute;docs/i18n/ja/CLAUDE.md;https://github.com/diegosouzapw/OmniRoute/blob/712323601262fe0fe630e0a318a546831277dcb9/docs/i18n/ja/CLAUDE.md;11;27;188;Japanese kana;ja;1,00003E+16;1E+16;ja;10;10;VERDADERO;accepted;ja;????????? ( ): 14 ??? (??????????????????????????P2C???????????????????????????????????lkgp????????????????????)???????? ??????????????????????????????????????? ????????9??? Auto-Combo ??????????? ??3????????????????? ??????????;ja;;
L051;detector_disagreement;91eb644889e787b8a4718a990a4a078a6c8c8db824b1a333d9b52a3ca66cd877;1;linus213-art/ClaudeMemory;cleo/CLAUDE.md;https://github.com/linus213-art/ClaudeMemory/blob/e1f4da7776acd23382798c1cd8034acbf54a8301/cleo/CLAUDE.md;66;36;161;mixed;en;3,51049E+13;8,59568E+15;zh;10;10;FALSO;detector_disagreement;;"??????? ?? : ? ? marker ??:reconcile origin ?(reconcile ???? commit ?? §5.1 ???? gate: + + ,coverage ?;reconcile no-op ???——pending commit ???? task gate ?)? push ? ? marker(push race bounded retry ?3, ?? )?? marker = no-op?exit 0?";zh;;
L052;detector_disagreement;7c7c7af60b2cbd37baf779e13e71176925e999977ccbb330066d53e112900e8c;1;Karnian/Palantir-Console;CLAUDE.md;https://github.com/Karnian/Palantir-Console/blob/6c8274f8ec928a47e58a2b59b2f85d058939097d/CLAUDE.md;176;40;154;mixed;ko;9,76402E+15;9,72062E+14;en;1E+15;1E+16;FALSO;detector_disagreement;;? preset snapshot drift : preset snapshot ? template id ? ??. body ??? (migration 020) ?? ?? — RunInspector ? snapshot ?? vs current ??. boot seed upsert ? ?? ?? ?? ??? ? bump (no-op ???? false drift ??? ? ?);mixed;;
L053;detector_disagreement;fa75bd6a2596eaf13617eff3279f6faf381d8458a3be5c807ad01d7126f72934;1;vtemian/claude-context;workspace/01-scale-p50000/CLAUDE.md;https://github.com/vtemian/claude-context/blob/6e190494cdfd8fb743f54026fd9fd9688d936c21/workspace/01-scale-p50000/CLAUDE.md;138;35;135;Latin/other;en;9,86276E+15;9,85299E+15;de;8,49271E+15;7,83142E+15;FALSO;detector_disagreement;;I want to underline that ?? is vital. I want to underline that ?? is vital. I want to underline that ?? is vital. I want to underline that ?? is vital. I want to underline that ?? is vital.;en;;
L054;detector_disagreement;1f128ef066f1cfeb49275498537a68a038b4cdb70fef61e5d87ada2d95009bd9;1;longtundiary/ltd-ai-101;lesson-modules/3-earning-and-cost/CLAUDE.md;https://github.com/longtundiary/ltd-ai-101/blob/c5e1503697475860eee569eae51922d0c679f457/lesson-modules/3-earning-and-cost/CLAUDE.md;141;36;119;Thai;th;9,90872E+14;9,84847E+15;en;1E+16;1E+16;FALSO;detector_disagreement;;"????????????????, ???????? Step 3 edit. paste: ""show ??????????? section ## Steps ??? ### 3. Latest earnings ?? "" ? ???????? step ""read sources/ /"" ????, ?????? Step 3 paste prompt ?????";mixed;;
L055;detector_disagreement;9fa11c5aac642e46e41ba41a73b72c7f39e4e1bbd576fc90437848b551b99f97;1;scrypster/muninndb;CLAUDE.md;https://github.com/scrypster/muninndb/blob/9868c625047b5c3580ea8199ac4e2cd989022e8b/CLAUDE.md;6;26;126;Latin/other;en;7,68934E+14;7,54583E+15;la;1E+16;1E+16;FALSO;detector_disagreement;;It is accessible over MCP, REST, gRPC, the MBP binary protocol, an embedded Go library, and SDKs ( …). It is alpha , single-binary, zero-config by default. Licensed BSL 1.1.;en;;
L056;detector_disagreement;5ce2c30e885155ba6af798110dc4cc71262518afae47a7dd25f30df5b901edc0;1;ITSYABOI119/JARVIS_OS;CLAUDE.md;https://github.com/ITSYABOI119/JARVIS_OS/blob/78b208187fd88b00b7e025ac770055aa4534d3e6/CLAUDE.md;343;25;89;Latin/other;en;3,30962E+16;2,4592E+16;de;3,4822E+15;1,73162E+16;FALSO;detector_disagreement;;Hardware: Raspberry Pi 4 (BCM2711, 8GB), JARVIS PC (Ryzen 7 2700X, R9 280X display, 32GB, 2TB NVMe, ASUS X470-F, Ubuntu), Main PC (Ryzen 5 5600, RTX 2070, 32GB, ASRock );en;;
L057;detector_disagreement;876b021c1672b5f39f331ae06fe923d98fc6fe8926e60f5851ddd991768bbf4f;1;ntgptit/memox-v3;CLAUDE.md;https://github.com/ntgptit/memox-v3/blob/41a7b99944566a35860a92855bc223555c2856d7/CLAUDE.md;83;40;174;Latin/other;vi;9,85796E+14;9,81436E+15;tl;9,99998E+15;9,99996E+15;FALSO;detector_disagreement;;"Báo cáo theo format trong checklist, bao g?m section ""Docs updated"" li?t kê file docs ?ã s?a và lý do, section , section (tóm t?t finding c?a code-reviewer + docs-drift-detector, ho?c lý do skip), và lý do n?u b? qua command nào.";vi;;
L058;detector_disagreement;f618059d35979c4da7f3b90e6ac14bb265fb9dcc553dafb4e06378d9c3752942;1;BFLabsAI/algoritmo-milionario;.maestri/roles/537a5c65-4bc6-4a91-b2f0-13ebea62a6a3/CLAUDE.md;https://github.com/BFLabsAI/algoritmo-milionario/blob/12643c60fdc1a8f7682b9b8c3ec03d51346effad/.maestri/roles/537a5c65-4bc6-4a91-b2f0-13ebea62a6a3/CLAUDE.md;1;35;234;Latin/other;pt;9,68932E+14;9,51114E+15;tl;5,11247E+15;2,24938E+16;FALSO;detector_disagreement;;Design de features baseadas em LLM (chat, agentes, classificação, geração) Engenharia de contexto (RAG, memória, tools, function calling) Roteamento entre modelos (custo, latência, capacidade) Avaliação, telemetria, melhoria contínua Guardrails, validação de output, recuperação de erro;pt;;
L059;detector_disagreement;3c8d741763522fd6dbc74bb03a2f87c1ec9e2ebb98da66667209e5cf9d3ca045;1;realizeit7/BIO_Compliance_IRT;CLAUDE.md;https://github.com/realizeit7/BIO_Compliance_IRT/blob/6dd99edbf4b68a70106895ac3d6095c828fa3117/CLAUDE.md;261;23;142;Latin/other;en;6,13509E+15;5,70526E+15;la;8,35143E+15;6,70286E+14;FALSO;detector_disagreement;;"Add solver profiles ? Done — 15 synthetic profiles spanning layperson ? senior FDA auditor (legacy pipeline); 45-cell grid spans 3 base models × 5 temps × 3 strictness levels (Phase 1 pipeline)";en;;
L060;detector_disagreement;d14c5a6ebe0e1368f327b8b4f1b52c099c9344bcd164b0c1ab9490dfb5161c6e;1;MidwestEquip/WO-Progress-Kiosk;CLAUDE.md;https://github.com/MidwestEquip/WO-Progress-Kiosk/blob/3d705c01fec67a1360bf1a63b50e5f0f3ed8214e/CLAUDE.md;48;38;145;Latin/other;en;8,49395E+15;8,37054E+15;la;9,02361E+15;8,04722E+14;FALSO;detector_disagreement;;index.html is a template, not a logic file. If a template expression is longer than one line or has more than one ternary, move it to a computed() in store.js or a named function in pages/;en;;
L061;detector_disagreement;966fd74676af6c491e4830c3db6b8a64fda4a8db68f3cb127bf482d234b0b1ad;1;veetavee-ops/Boonyarit;CLAUDE.md;https://github.com/veetavee-ops/Boonyarit/blob/a78afce8ed9fdd94a836b9f1ac963ab801cf8651/CLAUDE.md;102;48;202;Thai;th;9,46138E+15;9,29516E+14;tl;6,44463E+15;2,88926E+16;FALSO;detector_disagreement;;?????????? ????????? : (+forward, +send, +ask, +command), (refactor ????? shared service), (????), (+askQuestion, model param), (AI DM ?????? + wiring ??? handler ????), (+4 ????????????), + (????????????????? — select-mode ????????, compose bar, AI chat mode, local bubbles, ESC handler ???), (+onContextMenu);en;;
L062;detector_disagreement;e8ecb0c79ed7c2615b78407f7e012c66993d19e231c31b6488e053a33bb1f539;1;SBFB50/SBFB;CLAUDE.md;https://github.com/SBFB50/SBFB/blob/aa9db474a46ac6a18acd7791962950ccbda84172/CLAUDE.md;78;25;146;Latin/other;fr;7,65703E+15;7,27946E+15;en;9,67852E+14;9,35798E+15;FALSO;detector_disagreement;;"Tests ""legacy decode"" qui simulent une version anterieure du format = a supprimer immediatement apres la redefinition. Ce sont des zombies qui protegent un scenario inexistant.";fr;;
L063;detector_disagreement;f67f2fb5ffb64eabf2e8525f58def125d7aedef2f1f349c07e60bf7826da9f3a;1;jadoctor/verdantia;CLAUDE.md;https://github.com/jadoctor/verdantia/blob/9b7bc398d6682495c51e2b0acbd4def369c09465/CLAUDE.md;38;26;151;Latin/other;es;5,90025E+15;5,37828E+15;ms;9,99207E+15;9,9843E+14;FALSO;detector_disagreement;;GalerÃƒÂ­a (PestaÃƒÂ±a Fotos): Incorpora el motor Dropzone, renderizaciÃƒÂ³n instantÃƒÂ¡nea con BlurHash y botones de acciÃƒÂ³n unificados (Estrella=Portada, LÃƒÂ¡piz=Editar, X=Eliminar).;es;;
L064;detector_disagreement;9b1a243fe16a385621d2667ea797fe712542910326d6e6bcef15bd1dc8be8a73;1;ivannsotoo20/setters-ia;CLAUDE.md;https://github.com/ivannsotoo20/setters-ia/blob/220d8eb23a7c8170a3d184b47972084bd8402b43/CLAUDE.md;266;20;104;Latin/other;it;2,83746E+15;3,49581E+14;en;7,51939E+15;6,95852E+15;FALSO;detector_disagreement;;"SOLO OutboundMessage. Lead magnet (Workflow GHL captura comentario IG + body con keyword ""CLASE"") ? activa IA F1 con flag lead magnet.";es;;
L065;detector_disagreement;d4b83560ccea79acbaf9e1210d34acff94804e3a2b37e06176ae046372bd473c;1;claudiobertogliatti-spec/appevolution;CLAUDE.md;https://github.com/claudiobertogliatti-spec/appevolution/blob/3058a055c05ac4ce642ba793ac3770680e8b9c4e/CLAUDE.md;249;37;218;Latin/other;it;9,14377E+15;8,95566E+15;en;9,65325E+15;9,30877E+15;FALSO;detector_disagreement;;Funnel ID: 7114182 Pagina Optin ID: 40213665 URL: Demo completata: copy iniettato e salvato correttamente. ?? Creato con Duplica (non Condividi) — è nell'account evolutionpro, NON nell'account Systeme.io di Daniele. Va ricreato seguendo il workflow corretto con Condividi + account partner.;it;;
L066;detector_disagreement;66177bfdc540aa8c6d8e4b2d570853bd392bbcebdf53b7faef60453300478bb3;1;lmteixeira17/Peptides-Guide;CLAUDE.md;https://github.com/lmteixeira17/Peptides-Guide/blob/6b9bbf9093b07ba8b2499f88ab8f2368bc8d26b8/CLAUDE.md;18;36;180;Latin/other;pt;7,93026E+15;7,41232E+15;eo;9,99911E+15;9,99855E+15;FALSO;detector_disagreement;;"O Django serve os dados do PostgreSQL em um bootstrap JSON nonceado na homepage e pela API publica versionada como externo. Scripts de template usam nonce de CSP; handlers inline e foram removidos do frontend dinamico.";pt;;
L067;detector_disagreement;45f24804199683ed642f16450b9a107cc854e4b7557a6e11b977a244b49291f6;1;zacdejesus/muscleCheck;CLAUDE.md;https://github.com/zacdejesus/muscleCheck/blob/cc83d1cd93fcb44fcc948542fe638d42217e008e/CLAUDE.md;94;28;237;Latin/other;es;2,8221E+16;1,06303E+16;en;10;10;FALSO;detector_disagreement;;Implementado. HealthKitManager singleton con authorization, workout fetching (últimos 7 días), mapeo HKWorkoutActivityType?ActivityCategory. HealthKitSuggestionsView banner en ContentView con botones Pro-gated toggle en Settings. Foreground-first (sin background delivery en v1).;es;;
L068;detector_disagreement;2262464766ed0998eba0fd90ebe22a17ce2a8db1b39dbb34343f95f299b6bd48;1;CristianAltamar/Ecomerce-mvhFlowers;CLAUDE.md;https://github.com/CristianAltamar/Ecomerce-mvhFlowers/blob/f4c4f48c3b881d2116869abefc6c38396619a500/CLAUDE.md;77;47;248;Latin/other;es;6,99799E+14;6,29518E+15;tl;9,99676E+15;9,99351E+15;FALSO;detector_disagreement;;"?? Zustand 5 — selectores atómicos: leer un valor por llamada ( ). Nunca devolver un objeto nuevo ( ): en Zustand 5 cada render crea un objeto distinto y se dispara un bucle infinito de renders (errores ""getServerSnapshot should be cached"" / ""Maximum update depth exceeded"" ). Para varios valores en una sola llamada usar de .";es;;
L069;detector_disagreement;1cc0a4092ea83de41d686842c53b1a38dd1086cace258aa82273d83523064a92;1;javiertarazon/agente-copilot;CLAUDE.md;https://github.com/javiertarazon/agente-copilot/blob/704bde776c1fe69ffb67f0cca549ab129d12df90/CLAUDE.md;1;21;115;Latin/other;es;6,16548E+15;4,84937E+14;en;3,7999E+15;1,57959E+16;FALSO;detector_disagreement;;Este directorio contiene el agente de trading automatico para MetaTrader5 (Expert Advisor TM VOLATILITY 75) y el sistema de gestion de skills.;es;;
L070;detector_disagreement;c2e187e8b2c833aa4da8ec3711aa72abfc79f4d7f27c8a972fe1cf5f66dae1cc;1;tivui/ecnelisflyversion2;CLAUDE.md;https://github.com/tivui/ecnelisflyversion2/blob/5bcb79e13438ba0657443d7d271422eb8315737e/CLAUDE.md;498;26;149;Latin/other;fr;7,72463E+15;6,87012E+14;en;9,99992E+14;9,99984E+15;FALSO;detector_disagreement;;Compatibilite arriere : si est (ancien son sans migration), le player tombe sur le comportement actuel (download + decode complet). Le fallback Chromium WAV 32-bit continue de fonctionner.;fr;;
L071;threshold_rejection;962378c6c4ea6abf30c84dadb440a0fca4760d76bcdca97af88a58a1b847f65f;1;Technion-LBS-Course/ziv;CLAUDE.md;https://github.com/Technion-LBS-Course/ziv/blob/a437d392c20c3e1940ccdda213bbb4454ae5cede/CLAUDE.md;29;21;112;Latin/other;en;8,80278E+15;8,73626E+15;en;9,45072E+13;9,0637E+15;VERDADERO;fasttext_low_confidence;;Disqualify — writes empty label file ? chip becomes a negative training example. Useful for stale FAA records where no helipad is visible.;en;;
L072;threshold_rejection;4bcf2c25b8902064a48088d45d8052af12165ab82c0668a29be0680bae104538;1;MyPrototypeWhat/context-chef;CLAUDE.md;https://github.com/MyPrototypeWhat/context-chef/blob/4cc85f67e032c05896921f8885e81cccc2322555/CLAUDE.md;11;52;303;Latin/other;en;8,99173E+15;8,91986E+15;en;10;10;VERDADERO;fasttext_low_confidence;;For non-trivial features (3+ steps or architectural decisions), enter plan mode. Use the tool to interview the user about technical implementation, UX, concerns, and tradeoffs before writing code. Write detailed specs upfront to reduce ambiguity. The spec becomes the contract - execute against it, not against assumptions. Strip away all assumptions before touching code.;en;;
L073;threshold_rejection;50dc450e0aa7479936b7499857b8b1f4458f77f3f37a70d961324cffe33ef89d;1;kimtaeyoon83/41r-persona-market;CLAUDE.md;https://github.com/kimtaeyoon83/41r-persona-market/blob/9e7496a8ca17b2ff49ed3a835d2526c7c4dc2242/CLAUDE.md;4;38;193;Latin/other;en;8,86299E+15;8,80266E+15;en;9,99793E+15;9,99586E+15;VERDADERO;fasttext_low_confidence;;The autotest-era (FastAPI service) + (TS HTTP client) + their env vars ( , , ) were all removed in the 2026-05-07 hygiene pass. Validator pipeline (Mode A / Mode B scans) is self-contained — Sonnet vision / Haiku text via the Anthropic SDK directly, no external service.;en;;
L074;threshold_rejection;72918e5cc067ff7e8fce21cc5b7cf172360881e38badae43647ac49de0553ccc;1;silkweave/silkweave;CLAUDE.md;https://github.com/silkweave/silkweave/blob/b755bcc0b1be87b911ebe930f7f0870eb2892a5d/CLAUDE.md;117;39;194;Latin/other;en;8,65669E+15;8,59164E+15;en;10;10;VERDADERO;fasttext_low_confidence;;publish: yes (automated via GitHub Actions - do not run locally ). Pushing a tag triggers , which builds, lints, and publishes every public package to npm via OIDC trusted publishing ( ). See below. The local script remains only as a manual fallback.;en;;
L075;threshold_rejection;8b44e75bf5f6e3b9f020fe0973ed73ae8aaf23280bc37a005e89f0f988675323;1;Dapper-Magician/Pilfer;CLAUDE.md;https://github.com/Dapper-Magician/Pilfer/blob/260d020b61ea1544d543292a9c1c731160dc447d/CLAUDE.md;219;33;231;Latin/other;en;8,24136E+15;8,05882E+15;en;10;10;VERDADERO;fasttext_low_confidence;;OVERVIEW : After completing Phase 0 foundation work, we embarked on implementing Pilfer's most critical missing feature: real web scraping capabilities. This section documents the complete journey, including successes, failures, lessons learned, and architectural discoveries.;en;;
L076;threshold_rejection;f4d38ce2b286cfa393443cb588c8aa6541784175023d6b965e4d6929c478867c;1;the-open-engine/opcore;CLAUDE.md;https://github.com/the-open-engine/opcore/blob/af09b7c58ff52bec3bf662a751488f0015c311fc/CLAUDE.md;21;25;135;Latin/other;en;6,2128E+15;5,94816E+15;en;1E+16;1E+16;FALSO;fasttext_low_confidence;;19 graph discovery excludes roots even without repo ignore files: , , , , , , , , , , , , , , and - WHY: mirror changes must not create graph facts, freshness changes, validation input, or FTS rows.;en;;
L077;threshold_rejection;e674b8fc7100033b484830c4004c5815bb651780b982d48ecf28d6622c580311;1;metaboatrace/sns;CLAUDE.md;https://github.com/metaboatrace/sns/blob/04d221417931aa391bc1e792f2d9064db001a85b/CLAUDE.md;26;20;95;Latin/other;en;8,45331E+15;8,33887E+14;en;8,47034E+15;7,63168E+15;VERDADERO;fasttext_low_confidence;;Only async function declarations may be exported — Next.js requires that every export in a file is an async function.;en;;
L078;threshold_rejection;5e270aa35e714bfc169ee69ddaa4cce3a55f5de52b02a0d7dc73c177dfb08554;1;receptron/graphai-litegraph;CLAUDE.md;https://github.com/receptron/graphai-litegraph/blob/2a7676c3710134dcf41501339c77bb5d2b57e389/CLAUDE.md;3;20;127;Latin/other;en;7,18215E+15;6,99968E+15;en;1E+16;1E+16;FALSO;fasttext_low_confidence;;Vue 3 web application integrating GraphAI with LiteGraph visual node editor. Provides a visual graph editing interface for building GraphAI workflows.;en;;
L079;threshold_rejection;229e97ede5b2e8df520ff6f1c0143b81aa21e2b416593bafebffe1baaa897c1e;1;rivet-dev/sandbox-agent;foundry/CLAUDE.md;https://github.com/rivet-dev/sandbox-agent/blob/bbc195cc3fb5a1dd9cb05d8437442768c511e17e/foundry/CLAUDE.md;205;50;250;Latin/other;en;8,96174E+15;8,90064E+15;en;10;10;VERDADERO;fasttext_low_confidence;;All sends must have an explicit . Maximum timeout for any send is 10 seconds ( ). If an operation cannot reliably complete within 10 seconds, it must be restructured: write the initial record to the DB, return it to the caller, and continue the work asynchronously with . The client observes completion via push events.;en;;
L080;threshold_rejection;7f8ea66b235bc74e8350083f9f30af627022a8178f1fa5dc4056f56ff55f9ef9;1;mytechsonamy/VibeFlow;CLAUDE.md;https://github.com/mytechsonamy/VibeFlow/blob/54bb3886029eb1907a35e6b64e78d7fcabc5368c/CLAUDE.md;102;42;222;Latin/other;en;6,46526E+14;6,05364E+15;en;10;10;FALSO;fasttext_low_confidence;;"— 20 assertions: read-only reader (detects a web UI [framework dep + web entry] with no ? / report older than UI source ? / else / no web UI ? ; fail-safe; surface-only) + runtime probes ( ) [S54-A] + phase-runner Step 0 + flow-status surface it (? ? frontend-render-check; ? silent) + allowed-tools [S54-B] + harness self-audit [S54-Z].";en;;
L081;threshold_rejection;964e10984dddb6494c9ecac36fc49568c71e640edf5c092491adb2d52a596fac;1;s4k10503/velvet;CLAUDE.md;https://github.com/s4k10503/velvet/blob/e0629f820dba4fce01c39c08d4ef51dc7b731ec3/CLAUDE.md;3;57;277;Latin/other;en;8,92453E+15;8,86457E+15;en;10;10;VERDADERO;fasttext_low_confidence;;"This is the development project for Velvet , a React-style declarative UI framework for Unity UI Toolkit. The actual product is the embedded package at (the source of truth); the surrounding Unity project exists only to build and test it. The package is published to a separate branch (package-at-root) by CI — never edit there; edit in place under .";en;;
L082;threshold_rejection;7339f7c0d469018e449cd05bf209c7e9f0a9dd0fca58855b7bce3faad6a99924;1;jgp-matrix/MatrixARC;CLAUDE.md;https://github.com/jgp-matrix/MatrixARC/blob/3eecb425deadbf71e116c11f4b8a3a1e61bcc2bc/CLAUDE.md;238;37;188;Latin/other;en;8,71701E+14;8,6045E+15;en;10;10;VERDADERO;fasttext_low_confidence;;"Freddy Lyst (called ""Freddy"") — Analyst role, drafts Briefs and provides architectural review. Lives in a CCD session with repo READ access (2026-07-01 pivot — was Claude.ai browser). Reads-to-route; does NOT build (Marc) or by reading code as authority ( ).";en;;
L083;threshold_rejection;7526942c5082b27cfc2c540eac425b6056945f679ea046294f03e7d01663b271;1;raunak-choudhary/cascadeos;CLAUDE.md;https://github.com/raunak-choudhary/cascadeos/blob/0bebe25cd7af891f08b894b5192043754efb7161/CLAUDE.md;16;32;160;Latin/other;en;7,53426E+15;7,42969E+15;en;1E+16;1E+16;FALSO;fasttext_low_confidence;;Rule: must load every variable above using . If a required variable is missing at startup, the app must crash immediately with a clear error message naming the missing variable. No silent failures.;en;;
L084;threshold_rejection;aa6c25f15ce0aa630352a54cb9c8fccf588a2ec75d0105d3152bc58e59a0463f;1;senara-solutions/mika;crates/mika-agent/CLAUDE.md;https://github.com/senara-solutions/mika/blob/d70aeed606b21873b770e0b2e006e52a83427f0f/crates/mika-agent/CLAUDE.md;204;27;145;Latin/other;en;8,2908E+15;8,14179E+15;en;10;10;VERDADERO;fasttext_low_confidence;;Extraction flow (D1, D4): Read full doc from disk ? insert markers at chunk boundaries ? LLM call ? JSON output ? UPSERT entities and relationships with provenance in single transaction.;en;;
